"SITE_ID","VISIT_NO","MCYST_TL_UGL","SITE_TYPE","LAKE_SAMP","BASINAREA_KM2","BASINAREA_HA","BASINAREA_LU_KM2","MISSDATA_KM2_BSN","NLCD11_KM2_BSN","NLCD12_KM2_BSN","NLCD21_KM2_BSN","NLCD22_KM2_BSN","NLCD23_KM2_BSN","NLCD24_KM2_BSN","NLCD31_KM2_BSN","NLCD32_KM2_BSN","NLCD41_KM2_BSN","NLCD42_KM2_BSN","NLCD43_KM2_BSN","NLCD51_KM2_BSN","NLCD52_KM2_BSN","NLCD71_KM2_BSN","NLCD72_KM2_BSN","NLCD73_KM2_BSN","NLCD74_KM2_BSN","NLCD81_KM2_BSN","NLCD82_KM2_BSN","NLCD90_KM2_BSN","NLCD91_KM2_BSN","NLCD92_KM2_BSN","NLCD93_KM2_BSN","NLCD94_KM2_BSN","NLCD95_KM2_BSN","NLCD96_KM2_BSN","NLCD97_KM2_BSN","NLCD98_KM2_BSN","NLCD99_KM2_BSN","LANDUSE_KM2_BSN","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","FLAG_LU_BASIN","COMMENT_LU_BASIN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","PTL","NTL","TURB","ANC","DOC","COND","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-1005",1,0.05,"PROB_Lake","Target_Sampled",8.561428872,856.1428872,8.561428872,0,0.041,0,0.052,0.032,0.023,0.004,0.197,0,3.768,2.084,0,0,0,0,0,0,0,1.661,0.626,0.022,0,0,0,0,0.051,0,0,0,0,8.561,0.5,0,0.5,0.6,0.4,0.3,0,1.3,2.3,44,24.3,0,68.3,0,0,19.4,7.3,26.7,0.3,0.6,0.9,"","",0.83,"7/19/2007",37.95715701,-77.88158812,0.065761229,"Little River Reservoir",6.576122886,1.5,91.42,2,2080106,40,425,16.6,578.8,4.28,75,22.88,0,27,2.5,68,6.5,1,23.8,0.4,84,6.2
"NLA06608-1006",1,0.52,"PROB_Lake","Target_Sampled",62.22222501,6222.222501,62.22222501,0,6.571,0,1.546,0.005,0,0,0,0,0.014,0,0,0,0,35.51,0,0,0,5.282,11.19,0.011,0,0,0,0,2.111,0,0,0,0,62.24,10.6,0,10.6,2.5,0,0,0,2.5,0,0,0,0,0,0,57.1,8.5,18,26.5,0,3.4,3.4,"","",0.38,"6/19/2007",47.23309947,-100.0594809,2.304899332,"Lake Helen",230.4899332,5.5,583.22,10,10130103,278,3391,23.5,14541.1,26.51,2095,34.2,0,18.2,7.6,2140,8.9,4.5,18,7.4,2140,9
"NLA06608-1007",1,0.05,"PROB_Lake","Target_Sampled",16.53105868,1653.105868,16.53105868,0,0.972,0,2.356,0.249,0.023,0.004,0.005,0,4.208,0.021,0.004,0,0.059,2.678,0,0,0,4.082,1.862,0,0,0,0,0,0.013,0,0,0,0,16.536,5.9,0,5.9,14.3,1.5,0.1,0,15.9,0,25.5,0.1,0,25.6,0.4,16.2,24.7,11.3,36,0,0.1,0.1,"","",1.5,"8/2/2007",38.93435896,-83.77648752,1.265766874,"Lake Waynoka",126.5766874,7,295.58,5,5090201,30,479,3.41,1722,5.45,234,9.26,0,28.6,9.2,252.5,8.6,6.5,15.5,0,198.5,7.5
"NLA06608-1008",1,0.05,"PROB_Lake","Target_Sampled",4.740139307,474.0139307,4.740139307,0,0.716,0,0,0,0,0,0.189,0,0,0,0,0,0.077,3.258,0,0,0,0,0.082,0.029,0,0,0,0,0.393,0,0,0,0,4.744,15.1,0,15.1,0,0,0,0,0,4,0,0,0,0,1.6,68.7,0,1.7,1.7,0.6,8.3,8.9,"","",4.75,"7/12/2007",47.88008342,-112.3069538,1.482739359,"Eureka Reservoir",148.2739359,8.2,1258.03,10,10030205,4,86,1.17,2590.8,1.8,320,0.52,0,21.6,7.7,312,8.5,7.6,18.2,2.7,345,7.9
"NLA06608-1010",1,0.58,"PROB_Lake","Target_Sampled",3994.248035,399424.8035,3994.248035,0,101.716,0,252.176,104.79,47.956,11.733,6.906,0,2187.034,221.692,252.045,0,64.013,10.054,0,0,0,466.714,69.142,181.515,0,0,0,0,16.756,0,0,0,0,3994.242,2.5,0,2.5,6.3,2.6,1.2,0.3,10.4,0.2,54.8,5.6,6.3,66.7,1.6,0.3,11.7,1.7,13.4,4.5,0.4,4.9,"","",1.2,"8/9/2007",41.44985958,-73.28915784,3.823324525,"Lake Zoar",382.3324525,16,30.71,1,1100005,38,901,7.73,2081.2,2.88,323,22.72,0,27.8,12.39,305,8.93,16,22,0.1,341,7.45
"NLA06608-1012",1,0.05,"PROB_Lake","Target_Sampled",9.044292003,904.4292003,9.044292003,0,0.107,0,0.296,0.015,0,0,0,0,1.049,0,0.016,0,0.005,0.035,0,0,0,7.327,0.177,0.014,0,0,0,0,0,0,0,0,0,9.041,1.2,0,1.2,3.3,0.2,0,0,3.5,0,11.6,0,0.2,11.8,0.1,0.4,81,2,83,0.2,0,0.2,"","",1.6,"10/17/2007",40.39202891,-93.85323148,0.106494952,"Reeder Lake",10.6494952,2.5,270.07,10,10280102,41,880,3.71,2154.5,8.47,196,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLA06608-1014",1,0.05,"PROB_Lake","Target_Sampled",10.76808509,1076.808509,10.76808509,0,1.285,0,1.751,2.063,1,0.163,0.027,0,1.293,0.016,0.021,0,0.022,0.074,0,0,0,0.706,0.301,1.871,0,0,0,0,0.173,0,0,0,0,10.766,11.9,0,11.9,16.3,19.2,9.3,1.5,46.3,0.3,12,0.1,0.2,12.3,0.2,0.7,6.6,2.8,9.4,17.4,1.6,19,"","",4.2,"9/13/2007",42.58198097,-83.84598941,1.200881001,"Lake Chemung",120.0881001,21.1,291.26,4,4080203,15,568,1.33,2845,7.65,683,9.81,0,21.2,6.8,517,7.7,20.5,5.8,0.3,538,7.2
"NLA06608-1015",1,0.4,"PROB_Lake","Target_Sampled",31.70312852,3170.312852,31.70312852,0,3.402,0,1.708,0.036,0.016,0,0,0,0.05,0,0,0,0,0.468,0,0,0,0.073,25.43,0.208,0,0,0,0,0.313,0,0,0,0,31.704,10.7,0,10.7,5.4,0.1,0.1,0,5.6,0,0.2,0,0,0.2,0,1.5,0.2,80.2,80.4,0.7,1,1.7,"","",0.42,"8/14/2007",43.13964644,-94.66049019,3.626213352,"Five Island Lake",362.6213352,2.7,372.61,7,7100002,77,1704,15.6,2794.7,7.47,394,66.24,0,27.5,8.3,NA,9.7,2,27.4,7.6,NA,9.6
"NLA06608-1016",1,0.05,"PROB_Lake","Target_Sampled",19.61847466,1961.847466,19.61847466,0,0.345,0,2.554,0.074,0.012,0,0,0,11.645,0,0,0,0,4.972,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,19.619,1.8,0,1.8,13,0.4,0.1,0,13.5,0,59.4,0,0,59.4,0,25.3,0.1,0,0.1,0,0,0,"","",0.6,"7/23/2007",35.87344908,-96.55655629,0.272097894,"Little Deep Fork Creek Site 10 Reservoir",27.20978936,2.9,265.63,11,11100303,69,749,20.2,1157.9,10.75,273,21.44,0.11,29,5.93,275.9,7.4,2.54,21.9,0.15,147.5,6.76
"NLA06608-1018",1,0.05,"PROB_Lake","Target_Sampled",1.873892311,187.3892311,1.873892311,0,0.411,0,0.014,0,0,0,0,0,0.83,0.542,0.005,0,0.024,0.004,0,0,0,0,0,0.04,0,0,0,0,0.005,0,0,0,0,1.875,21.9,0,21.9,0.7,0,0,0,0.7,0,44.3,28.9,0.3,73.5,1.3,0.2,0,0,0,2.1,0.3,2.4,"","",1,"8/2/2007",47.66725682,-90.98970016,0.420609615,"Richey Lake",42.06096149,1.1,511.99,4,4010101,36,1174,3.48,315,12.42,45,7.56,0,24.8,8.1,35.6,7.73,1,25,0.49,82.9,6.04
"NLA06608-1022",1,4.2,"PROB_Lake","Target_Sampled",4.657094567,465.7094567,4.657094567,0,1.156,0,0.118,0,0,0,0,0,0.069,0,0,0,0,1.743,0,0,0,0.221,1.242,0.019,0,0,0,0,0.086,0,0,0,0,4.654,24.8,0,24.8,2.5,0,0,0,2.5,0,1.5,0,0,1.5,0,37.4,4.7,26.7,31.4,0.4,1.8,2.2,"","",0.38,"7/10/2007",47.13645291,-99.05940629,0.140827771,"",14.08277712,2,570.1,10,10160002,553,5003,45.4,7144.8,28.58,1441,138.24,0,21.65,4.7,1450,8.43,2,21.62,4.35,1443,8.43
"NLA06608-1024",1,0.05,"PROB_Lake","Target_Sampled",0.242038661,24.20386608,0.242038661,0,0.051,0,0,0,0,0,0,0,0.176,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.243,21.1,0,21.1,0,0,0,0,0,0,72.7,0,0,72.7,0,4.5,0,0,0,0,2.1,2.1,"","",1.46,"8/7/2007",48.8960231,-99.71392205,0.047154969,"Fayant Lake",4.715496925,2.8,625.92,9,9010004,19,439,2.98,6774.8,24.01,691,6.66,0,21.99,3.7,698,8.03,2.5,20.95,1,701,7.86
"NLA06608-1034",1,0.05,"PROB_Lake","Target_Sampled",22.2438005,2224.38005,22.2438005,0,2.686,0,4.05,3.631,0.555,0.06,0.547,0,3.911,0.331,0.276,0,0.044,0.553,0,0,0,0.664,0.146,4.255,0,0,0,0,0.536,0,0,0,0,22.245,12.1,0,12.1,18.2,16.3,2.5,0.3,37.3,2.5,17.6,1.5,1.2,20.3,0.2,2.5,3,0.7,3.7,19.1,2.4,21.5,"","",4.45,"8/16/2007",42.74496123,-83.3105724,0.112223888,"Mill Lake",11.22238884,9,301.57,4,4090003,5,563,1.13,3645.7,8.91,631,1.98,0,25,8.1,573,8.2,9,7.6,0.3,852,7.3
"NLA06608-1035",1,3.7,"PROB_Lake","Target_Sampled",24.79921261,2479.921261,24.79921261,0,3.955,0,1.25,0.027,0,0,0.005,0,0.009,0,0,0,0,0.665,0,0,0,0.417,17.623,0.439,0,0,0,0,0.413,0,0,0,0,24.803,15.9,0,15.9,5,0.1,0,0,5.1,0,0,0,0,0,0,2.7,1.7,71.1,72.8,1.8,1.7,3.5,"","",0.24,"8/14/2007",43.30580348,-94.69023855,0.928149531,"Ingham Lake",92.81495307,2.7,386.6,7,7100002,160,4348,34.3,2015.7,14.71,411,255.6,0,26.9,6.2,NA,10,2,26.9,5.9,NA,9.9
"NLA06608-1036",1,0.05,"PROB_Lake","Target_Sampled",1.098935393,109.8935393,1.098935393,0,0.144,0,0.076,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.776,0.014,0,0,0,0,0.022,0,0,0,0,1.103,13.1,0,13.1,6.9,2.7,0,0,9.6,0,0,0,0,0,0,0,3.7,70.6,74.3,1.3,2,3.3,"","",0.55,"6/14/2007",39.01484504,-95.2899994,0.118442708,"Lake View Lake",11.84427077,4.5,250.08,10,10270104,94,856,12.6,2659.4,5.09,419,39.89,0,25.1,9.46,376,7.72,4.5,19.1,0.22,473,6.81
"NLA06608-1037",1,0.05,"PROB_Lake","Target_Sampled",127.4844893,12748.44893,127.4844893,0,2.091,0,17.903,10.078,2.31,0.526,5.113,0,31.435,2.171,0.119,0,0,0,0,0,0,18.027,20.345,15.701,0,0,0,0,1.672,0,0,0,0,127.491,1.6,0,1.6,14,7.9,1.8,0.4,24.1,4,24.7,1.7,0.1,26.5,0,0,14.1,16,30.1,12.3,1.3,13.6,"","",1.05,"9/5/2007",40.30650105,-74.13720525,2.162564885,"Swimming River Reservoir",216.2564885,8.1,0,2,2030104,25,441,1.79,575.4,3.28,242,10.56,0,24.4,NA,236.7,9.2,7.5,14,NA,272.2,6.8
"NLA06608-1038",1,0.05,"PROB_Lake","Target_Sampled",10.03622197,1003.622197,10.03622197,0,0.971,0,0.002,0,0,0,0,0,1.293,7.519,0.029,0,0.199,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.035,9.7,0,9.7,0,0,0,0,0,0,12.9,74.9,0.3,88.1,2,0.2,0,0,0,0,0,0,"","",1.6,"8/3/2007",47.76285371,-91.60874473,0.751845091,"August Lake",75.18450914,5.5,484.34,9,9030001,20,561,2.02,349.4,13.3,51,4,0,23.7,7.48,42.8,7.23,4,18.9,0.31,50.7,6.5
"NLA06608-1039",1,0.53,"PROB_Lake","Target_Sampled",2.6712,267.12,2.6712,0,0.23,0,0.095,0.019,0,0,0.05,0,0.667,0.585,0.018,0,0.035,0.076,0,0,0,0.812,0,0.086,0,0,0,0,0,0,0,0,0,2.673,8.6,0,8.6,3.6,0.7,0,0,4.3,1.9,25,21.9,0.7,47.6,1.3,2.8,30.4,0,30.4,3.2,0,3.2,"","",0.23,"8/28/2007",33.29231012,-84.47502308,0.168007882,"Kelly Lake",16.80078816,4.6,244,3,3130005,81,1454,21.4,285,7.46,48,125.28,0,30.4,9.19,48,8.88,4,19.44,0.09,147,6.38
"NLA06608-1041",1,0.05,"PROB_Lake","Target_Sampled",131.0381668,13103.81668,131.0381668,0,0.813,0,3.497,0.147,0,0,0.009,0,0,0.027,0,0,75.97,0.703,0,0,0,0,49.865,0,0,0,0,0,0,0,0,0,0,131.031,0.6,0,0.6,2.7,0.1,0,0,2.8,0,0,0,0,0,58,0.5,0,38.1,38.1,0,0,0,"","",3.53,"8/16/2007",47.72869709,-119.5926045,0.751873962,"Grimes",75.18739617,19.5,559.27,17,17020012,190,1878,1.11,17949.5,18.41,4217,3.31,0,22.7,7.3,4504,9.4,19,6,0.3,4322,8.5
"NLA06608-1044",1,0.05,"PROB_Lake","Target_Sampled",84947.02498,8494702.498,84947.02498,0,1983.808,0,4935.143,1730.858,503.33,171.457,221.418,0,41313.692,4382.275,4036.35,0,2388.801,2269.348,0,0,0,16968.878,3189.646,838.517,0,0,0,0,13.469,0,0,0,0,84946.99,2.3,0,2.3,5.8,2,0.6,0.2,8.6,0.3,48.6,5.2,4.8,58.6,2.8,2.7,20,3.8,23.8,1,0,1,"","",1.15,"7/10/2007",34.83840643,-87.94670174,168.1929547,"Pickwick Lake",16819.29547,3.6,126.19,6,6040001,54,344,3.38,1174,2.19,194,18.4,0,29.2,5.8,NA,7.3,3.5,29.1,5,NA,7.3
"NLA06608-1045",1,0.15,"PROB_Lake","Target_Sampled",450.6713375,45067.13375,450.6713375,0,47.632,0,20.648,2.522,0.404,0.05,0.032,0,116.323,12.411,62.906,0,35.116,2.119,0,0,0,97.729,44.109,7.258,0,0,0,0,1.401,0,0,0,0,450.66,10.6,0,10.6,4.6,0.6,0.1,0,5.3,0,25.8,2.8,14,42.6,7.8,0.5,21.7,9.8,31.5,1.6,0.3,1.9,"","",7.3,"8/29/2007",42.49353258,-77.14037466,45.64910063,"Keula Lake",4564.910063,49.6,217.44,4,4140201,6,236,1.5,1737.4,2.65,301,1.26,0,24,7.4,NA,7.9,26,6.1,8.8,NA,6.7
"NLA06608-1047",1,0.05,"PROB_Lake","Target_Sampled",7797.757931,779775.7931,7797.757931,0.001,328.476,0,315.303,189.275,31.128,13.687,11.659,0,535.139,1825.826,768.432,0,687.493,280.152,0,0,0,1471.472,32.724,1238.14,0,0,0,0,68.882,0,0,0,0,7797.789,4.2,0,4.2,4,2.4,0.4,0.2,7,0.1,6.9,23.4,9.9,40.2,8.8,3.6,18.9,0.4,19.3,15.9,0.9,16.8,"","",2.27,"6/26/2007",31.19359518,-94.30727333,456.5068995,"Sam Rayburn",45650.68995,17.4,49.99,12,12020005,3,285,1.7,344.2,5.14,117,9.6,0,27.3,7.1,115.6,7.1,16,18.2,0.1,102,6.1
"NLA06608-1052",1,0.05,"PROB_Lake","Target_Sampled",3602.058559,360205.8559,3602.058559,0,22.57,0,108.074,16.778,1.261,0.128,4.142,0,10.024,0.005,0.008,0,0.243,1609.259,0,0,0,0.327,1777.605,49.557,0,0,0,0,2.057,0,0,0,0,3602.038,0.6,0,0.6,3,0.5,0,0,3.5,0.1,0.3,0,0,0.3,0,44.7,0,49.3,49.3,1.4,0.1,1.5,"","",0.78,"6/27/2007",39.61456971,-99.18240152,19.77978547,"Kirwin Reservoir",1977.978547,7.7,527.53,10,10260012,295,1329,11.2,3931.4,10.19,983,28.66,0,25.3,9.19,938,8.28,7.5,23.9,1.76,950,7.71
"NLA06608-1055",1,0.7,"PROB_Lake","Target_Sampled",0.374180733,37.41807335,0.374180733,0,0.091,0,0.032,0,0,0,0,0,0.08,0.075,0,0,0,0.004,0,0,0,0.077,0.017,0,0,0,0,0,0,0,0,0,0,0.376,24.3,0,24.3,8.6,0,0,0,8.6,0,21.4,20,0,41.4,0,1.1,20.6,4.5,25.1,0,0,0,"","",0.54,"7/24/2007",39.92081406,-81.46928239,0.103230291,"Camp Seneca Lake",10.3230291,3.8,244.75,5,5040005,88,1477,14.4,1215.9,5.57,149,89.71,0,25,8.2,NA,9.9,3.3,22.7,0.6,NA,8.7
"NLA06608-1056",1,0.05,"PROB_Lake","Target_Sampled",39.27204366,3927.204366,39.27204366,0,1.28,0,3.034,0.866,0.042,0.001,0.018,0,18.819,0.615,0.77,0,0.005,0.714,0,0,0,12.848,0.137,0.119,0,0,0,0,0,0,0,0,0,39.268,3.3,0,3.3,7.7,2.2,0.1,0,10,0,47.9,1.6,2,51.5,0,1.8,32.7,0.3,33,0.3,0,0.3,"","",2.08,"9/27/2007",38.08837452,-91.45201074,1.149874631,"Indian Lake",114.9874631,8.4,271.02,7,7140103,22,464,4.02,555.5,4.47,94,8.75,0,24.8,8,NA,8,7.5,18.1,0.1,NA,7
"NLA06608-1057",1,0.05,"PROB_Lake","Target_Sampled",523.9060946,52390.60946,523.9060946,0,15.795,3.674,2.588,2.999,0.185,0.047,38.472,0,0.316,349.479,0.1,0,67.98,37.709,0,0,0,0,0,2.738,0,0,0,0,1.84,0,0,0,0,523.922,3,0.7,3.7,0.5,0.6,0,0,1.1,7.3,0.1,66.7,0,66.8,13,7.2,0,0,0,0.5,0.4,0.9,"","",4.89,"8/14/2007",47.26690206,-121.094003,18.16322738,"Cle Elum Lake",1816.322738,20.3,678.81,17,17030001,1,28,0.555,433.8,0.92,47,0.15,0,22.5,8.3,47.5,8.1,20,7.5,9.9,47.5,7.8
"NLA06608-1058",1,0.05,"PROB_Lake","Target_Sampled",100.202521,10020.2521,100.202521,0,7.406,0,0.85,0.016,0,0,2.435,0,0,87.009,0.005,0,1.84,0.443,0,0,0,0,0,0.021,0,0,0,0,0.189,0,0,0,0,100.214,7.4,0,7.4,0.8,0,0,0,0.8,2.4,0,86.8,0,86.8,1.8,0.4,0,0,0,0,0.2,0.2,"","",6.45,"9/5/2007",42.36491565,-122.2142097,4.771466455,"Lake of the Woods",477.1466455,16.4,1510.93,18,18010203,1,171,0.559,288.7,2.18,31,0.8,0,19.6,8,30,7.7,16,8.3,0.8,32,6.6
"NLA06608-1059",1,0.83,"PROB_Lake","Target_Sampled",15511.6574,1551165.74,15511.6574,0,996.839,0,589.385,275.464,68.361,24.771,6.705,0,3771.771,402.032,455.764,0,186.097,221.948,0,0,0,1399.51,4710.686,1632.594,0,0,0,0,769.794,0,0,0,0,15511.721,6.4,0,6.4,3.8,1.8,0.4,0.2,6.2,0,24.3,2.6,2.9,29.8,1.2,1.4,9,30.4,39.4,10.5,5,15.5,"","",0.95,"7/30/2007",44.00551584,-88.41583313,539.8861144,"Lake Winnebago",53988.61144,5,227.64,4,4030204,161,1406,13.1,3334,7.72,389,39.8,0,26.5,11.2,382,8.8,5,23.2,3.2,397,8.1
"NLA06608-1060",1,0.2,"PROB_Lake","Target_Sampled",0.428501808,42.85018082,0.428501808,0,0.041,0,0.023,0.003,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0.068,0.03,0,0,0,0,0,0,0,0,0,0,0.43,9.6,0,9.6,5.4,0.7,0,0,6.1,0,61.8,0,0,61.8,0,0,15.9,7,22.9,0,0,0,"","",0.41,"8/14/2007",37.66794161,-88.83968274,0.051543501,"",5.154350123,1.8,132.18,5,5140204,243,2372,19.5,953.3,9.24,114,155.52,0,31.83,10.3,120,7.9,1.5,28.6,1.1,157,8.9
"NLA06608-1070",1,0.05,"PROB_Lake","Target_Sampled",23.27427049,2327.427049,23.27427049,0,3.049,0,1.058,0.147,0.017,0.003,0.005,0,0.254,0,0,0,0,0.745,0,0,0,1.396,15.44,0.031,0,0,0,0,1.129,0,0,0,0,23.274,13.1,0,13.1,4.5,0.6,0.1,0,5.2,0,1.1,0,0,1.1,0,3.2,6,66.3,72.3,0.1,4.9,5,"","",1.55,"7/11/2007",46.09726783,-97.23731774,2.562104237,"Grass Lake",256.2104237,4.2,330.05,9,9020105,774,1183,12.7,5924.7,14.18,760,23.11,0,23.18,6.89,761,8.43,4,23.25,6.67,761,8.48
"NLA06608-1073",1,0.05,"PROB_Lake","Target_Sampled",9.592514295,959.2514295,9.592514295,0,0.223,0,0,0,0,0,4.982,0,0,2.253,0,0,1.434,0.685,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,9.59,2.3,0,2.3,0,0,0,0,0,51.9,0,23.5,0,23.5,14.9,7.1,0,0,0,0,0.1,0.1,"","",10.3,"8/13/2007",45.22936379,-117.2723703,0.243012032,"Ice Lake",24.3012032,29,2393.93,17,17060105,3,68,0.891,504.7,1.22,59,0.34,0,15.9,7.8,58,8.2,28.5,3.8,9.1,82,7.9
"NLA06608-1075",1,0.1,"PROB_Lake","Target_Sampled",0.857476162,85.74761615,0.857476162,0,0.225,0,0.038,0,0,0,0,0,0.3,0,0.077,0,0.018,0.132,0,0,0,0,0.004,0.065,0,0,0,0,0,0,0,0,0,0.859,26.2,0,26.2,4.4,0,0,0,4.4,0,35,0,9,44,2.1,15.4,0,0.5,0.5,7.6,0,7.6,"","",NA,"8/27/2007",45.35264891,-89.47240376,0.229750308,"Echo Lake",22.97503083,2.6,467.27,7,7070002,8,406,1.09,35.3,7.79,26,4.53,0,20.6,8.24,19.3,5.4,2.1,20.49,7.86,19.2,5.22
"NLA06608-1083",1,3.2,"PROB_Lake","Target_Sampled",69.91538279,6991.538279,69.91538279,0,2.75,0,1.687,0.002,0,0,0.025,0,0.054,0,0,0,0.023,15.055,0,0,0,0.586,48.992,0.243,0,0,0,0,0.505,0,0,0,0,69.922,3.9,0,3.9,2.4,0,0,0,2.4,0,0.1,0,0,0.1,0,21.5,0.8,70.1,70.9,0.3,0.7,1,"","",0.63,"6/29/2007",39.99374059,-104.5793379,2.844633033,"Horse Creek Reservoir",284.4633033,7.9,1544.86,10,10190003,530,2784,27.6,2267.7,6.03,601,318.24,0,23.6,14.4,605,9.4,7.4,20.3,4.6,625,8.5
"NLA06608-1086",1,0.17,"PROB_Lake","Target_Sampled",2.503540786,250.3540786,2.503540786,0,0.755,0,0.069,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0.066,0,0,0,0,0,0.033,0,0,0,0,2.503,30.2,0,30.2,2.8,0,0,0,2.8,0,0,0,0,0,0,63.1,0,2.6,2.6,0,1.3,1.3,"","",0.51,"8/27/2007",47.34437749,-100.0458254,0.444142637,"",44.4142637,2.6,586.23,10,10160001,92,3950,13.8,16088.4,41.47,7200,13.86,0,19,8.4,7462,8.8,2.6,19,8.4,7456,8.8
"NLA06608-1087",1,0.05,"PROB_Lake","Target_Sampled",0.650448714,65.04487139,0.650448714,0,0.032,0,0.034,0,0,0,0.001,0,0.5,0.034,0,0,0,0.023,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0.652,4.9,0,4.9,5.2,0,0,0,5.2,0.2,76.9,5.2,0,82.1,0,3.5,4.3,0,4.3,0,0,0,"","",1.53,"7/20/2007",35.05636423,-82.33960673,0.043931461,"Pennoyer Farm Pond",4.393146145,2.8,294.39,3,3050107,14,273,3.22,155.7,2.68,25,3.58,0,28.6,NA,25.8,7,2.3,28.1,NA,25.5,6.7
"NLA06608-1089",1,0.05,"PROB_Lake","Target_Sampled",77.40217539,7740.217539,77.40217539,0,6.061,0,0.005,0,0,0,0,0,1.854,59.86,0.005,0,5.621,2.626,0,0,0,0.5,0.332,0.5,0,0,0,0,0.033,0,0,0,0,77.397,7.8,0,7.8,0,0,0,0,0,0,2.4,77.3,0,79.7,7.3,3.4,0.6,0.4,1,0.6,0,0.6,"","",8.2,"7/20/2007",47.92615582,-114.4032969,6.040886892,"Lake Mary Ronan",604.0886892,12.3,1128.1,17,17010208,8,293,0.468,1277.4,7.2,135,1.04,0,23.9,8.2,137.6,8.6,12,8.4,0,69.2,6.9
"NLA06608-1091",1,0.05,"PROB_Lake","Target_Sampled",1223.154329,122315.4329,1223.154329,0,136.144,0,35.724,1.473,0.072,0.007,0.696,0,0.826,0.022,0,0,10.722,658.94,0,0,0,108.257,234.951,0.074,0,0,0,0,35.248,0,0,0,0,1223.156,11.1,0,11.1,2.9,0.1,0,0,3,0.1,0.1,0,0,0.1,0.9,53.9,8.9,19.2,28.1,0,2.9,2.9,"","",1.55,"7/16/2007",46.64554759,-99.56622833,16.23508654,"Alkaline Lake",1623.508654,4.3,581.54,10,10130103,90,2503,9.06,15299.3,26.4,4378,12.67,0,22.89,8.73,4291,8.92,4.3,22.75,8.22,4291,8.91
"NLA06608-1096",1,0.05,"PROB_Lake","Target_Sampled",26630.14709,2663014.709,26630.14709,0,236.931,0,388.909,51.223,5.372,1.426,5.85,0,194.747,195.137,104.225,0,129.879,21940.492,0,0,0,243.892,2095.458,188.961,0,0,0,0,847.575,0,0,0,0,26630.077,0.9,0,0.9,1.5,0.2,0,0,1.7,0,0.7,0.7,0.4,1.8,0.5,82.4,0.9,7.9,8.8,0.7,3.2,3.9,"","",0.25,"8/2/2007",42.80283231,-98.6667271,0.5897622,"Spencer Dam Reservoir",58.97621997,2.5,458.42,10,10150007,171,665,37.9,2248.1,2.08,236,36.17,0,24.4,7.3,218,8.4,2,24,5.6,220,8.2
"NLA06608-1100",1,0.05,"PROB_Lake","Target_Sampled",11.61533445,1161.533445,11.61533445,0,0.714,0,2.239,4.22,0.242,0.043,0,0,2.453,0,0,0,0.095,0.498,0,0,0,0.757,0.277,0.045,0,0,0,0,0.037,0,0,0,0,11.62,6.1,0,6.1,19.3,36.3,2.1,0.4,58.1,0,21.1,0,0,21.1,0.8,4.3,6.5,2.4,8.9,0.4,0.3,0.7,"","",4.28,"6/28/2007",39.03618262,-94.76922848,0.558672963,"Quivira Lake",55.86729628,8,251,10,10270104,8,262,0.94,2240.3,3.1,556,2.9,0,27.2,7.83,528,7.81,7.5,13.6,0.7,590,7.18
"NLA06608-1101",1,0.12,"PROB_Lake","Target_Sampled",5.819602438,581.9602438,5.819602438,0,1.434,0,1.712,0.067,0,0,0,0,2.162,0.03,0.069,0,0,0.038,0,0,0,0,0.001,0.313,0,0,0,0,0,0,0,0,0,5.826,24.6,0,24.6,29.4,1.2,0,0,30.6,0,37.2,0.5,1.2,38.9,0,0.7,0,0,0,5.4,0,5.4,"","",NA,"9/9/2007",41.16921419,-74.46409963,1.28792843,"Highland Lake",128.792843,3.4,360.99,2,2020007,109,1713,20.8,1664.3,5.53,398,128.74,0,24.7,NA,376.6,8.9,2.9,23.4,NA,371.5,8.4
